No,Kode Provinsi,Provinsi,Kode Kabupaten,Kabupaten,Jenis Bencana,Tanggal,Meninggal,Hilang,Terluka,Mengungsi
1777,16,"	SUMATERA SELATAN",1602,OGAN KOMERING ILIR,BANJIR,8/1/2014,0,0,0,0
4018,16,SUMATERA SELATAN,1604,LAHAT,KEBAKARAN,8/10/2012,0,0,0,0
13572,16,SUMATERA SELATAN,1604,LAHAT,KEBAKARAN,8/11/2007,0,0,0,0
2007,16,SUMATERA SELATAN,1610,OGAN ILIR,KEBAKARAN,8/12/2013,0,0,0,0
2006,16,SUMATERA SELATAN,1603,MUARA ENIM,BANJIR,8/12/2013,0,0,0,0
16584,16,SUMATERA SELATAN,1673,KOTA PAGAR ALAM,PUTING BELIUNG,8/2/2004,0,0,0,0
9839,16,SUMATERA SELATAN,1607,BANYUASIN,BANJIR,8/2/2010,0,0,0,0
9838,16,SUMATERA SELATAN,1603,MUARA ENIM,BANJIR,8/2/2010,0,0,0,0
14027,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,KEBAKARAN,8/3/2007,0,0,0,0
14026,16,SUMATERA SELATAN,1604,LAHAT,BANJIR,8/3/2007,0,0,0,0
4961,16,SUMATERA SELATAN,1603,MUARA ENIM,KEKERINGAN,8/4/2012,0,0,0,0
4962,16,SUMATERA SELATAN,1609,OGAN KOMERING ULU TIMUR,BANJIR,8/4/2012,0,0,0,0
4770,16,SUMATERA SELATAN,1602,OGAN KOMERING ILIR,PUTING BELIUNG,8/5/2012,0,0,0,0
4652,16,SUMATERA SELATAN,1607,BANYUASIN,KEBAKARAN,8/6/2012,0,0,0,0
2648,16,SUMATERA SELATAN,1608,OGAN KOMERING ULU SELATAN,TANAH LONGSOR,8/6/2013,0,0,0,0
15454,16,SUMATERA SELATAN,1603,MUARA ENIM,KECELAKAAN INDUSTRI,8/7/2005,0,0,0,0
17952,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,HAMA TANAMAN,8/8/1996,0,0,0,0
13321,16,SUMATERA SELATAN,1601,OGAN KOMERING ULU,PUTING BELIUNG,9/1/2008,0,0,0,0
7953,16,SUMATERA SELATAN,1673,KOTA PAGAR ALAM,PUTING BELIUNG,9/1/2011,0,0,0,0
5779,16,SUMATERA SELATAN,1673,KOTA PAGAR ALAM,KEBAKARAN,9/1/2012,0,0,0,0
8407,16,SUMATERA SELATAN,1607,BANYUASIN,PUTING BELIUNG,9/10/2010,0,0,0,0
8408,16,SUMATERA SELATAN,1611,EMPAT LAWANG,KEBAKARAN,9/10/2010,0,0,0,0
8409,16,SUMATERA SELATAN,1671,PALEMBANG,PUTING BELIUNG,9/10/2010,0,0,1,0
3875,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,BANJIR,9/11/2012,0,0,0,120
425,16,"	SUMATERA SELATAN",1607,BANYUASIN,PUTING BELIUNG,9/12/2014,0,0,5,0
9824,16,SUMATERA SELATAN,1610,OGAN ILIR,BANJIR,9/2/2010,0,0,0,0
7675,16,SUMATERA SELATAN,1604,LAHAT,KEBAKARAN,9/2/2011,0,0,0,0
3270,16,SUMATERA SELATAN,1602,OGAN KOMERING ILIR,PUTING BELIUNG,9/2/2013,0,0,0,0
14023,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,KEBAKARAN,9/3/2007,0,0,0,0
7491,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,KEBAKARAN,9/3/2011,0,0,0,0
7490,16,SUMATERA SELATAN,1604,LAHAT,KEBAKARAN,9/3/2011,0,0,0,0
5205,16,SUMATERA SELATAN,1609,OGAN KOMERING ULU TIMUR,KEBAKARAN,9/3/2012,0,0,0,0
1364,16,"	SUMATERA SELATAN",1608,OGAN KOMERING ULU SELATAN,BANJIR,9/3/2014,0,0,0,0
4951,16,SUMATERA SELATAN,1602,OGAN KOMERING ILIR,BANJIR,9/4/2012,0,0,0,0
13846,16,SUMATERA SELATAN,1604,LAHAT,KEBAKARAN,9/6/2007,0,0,0,0
13845,16,SUMATERA SELATAN,1604,LAHAT,BANJIR,9/6/2007,0,0,0,0
6831,16,SUMATERA SELATAN,1604,LAHAT,KEBAKARAN,9/6/2011,0,0,0,0
6505,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,KEBAKARAN,9/8/2011,0,0,6,175
2326,16,SUMATERA SELATAN,1609,OGAN KOMERING ULU TIMUR,PUTING BELIUNG,9/9/2013,0,0,4,0
18227,17,BENGKULU,1702,REJANG LEBONG,BANJIR,1/4/1845,150,0,0,0
18218,17,BENGKULU,1702,REJANG LEBONG,LETUSAN GUNUNG API,24/12/1883,126,0,0,0
17620,17,BENGKULU,1701,BENGKULU SELATAN,GEMPA BUMI,4/6/2000,94,0,0,0
18201,17,BENGKULU,1708,KEPAHIANG,GEMPA BUMI,26/6/1914,20,0,20,0
18208,17,BENGKULU,1703,BENGKULU UTARA,GEMPA BUMI,6/9/1902,20,0,20,0
17762,17,BENGKULU,1702,REJANG LEBONG,TANAH LONGSOR,28/12/1998,12,0,0,0
18061,17,BENGKULU,1701,BENGKULU SELATAN,BANJIR,10/4/1987,9,28,0,0
13680,17,BENGKULU,1706,MUKOMUKO,GEMPA BUMI,12/9/2007,7,0,0,0
17141,17,BENGKULU,1702,REJANG LEBONG,BANJIR,2/2/2003,7,0,0,0
16984,17,BENGKULU,1702,REJANG LEBONG,BANJIR,2/5/2003,7,0,0,0
13677,17,BENGKULU,1703,BENGKULU UTARA,GEMPA BUMI,12/9/2007,6,0,26,0
18173,17,BENGKULU,1707,LEBONG,GEMPA BUMI,6/9/1952,4,0,0,0
17810,17,BENGKULU,1702,REJANG LEBONG,KEBAKARAN,27/10/1998,3,0,0,0
13683,17,BENGKULU,1771,KOTA BENGKULU,GEMPA BUMI,12/9/2007,2,0,11,0
1334,17,"	BENGKULU",1708,KEPAHIANG,BANJIR,17/3/2014,2,0,0,0
3901,17,BENGKULU,1709,BENGKULU TENGAH,BANJIR DAN TANAH LONGSOR,3/11/2012,1,0,0,115
15826,17,BENGKULU,1705,SELUMA,BANJIR,1/1/2005,0,0,0,0
12112,17,BENGKULU,1771,BENGKULU,BANJIR,1/1/2009,0,0,0,0
3569,17,BENGKULU,1704,KAUR,BANJIR,1/1/2013,0,0,0,0
3570,17,BENGKULU,1705,SELUMA,BANJIR,1/1/2013,0,0,0,0
12452,17,BENGKULU,1703,BENGKULU UTARA,BANJIR,1/10/2008,0,0,0,0
4043,17,BENGKULU,1705,SELUMA,BANJIR,1/10/2012,0,0,0,0
15228,17,BENGKULU,1701,BENGKULU SELATAN,BANJIR,1/12/2005,0,0,0,0
15230,17,BENGKULU,1703,BENGKULU UTARA,BANJIR,1/12/2005,0,0,0,0
15229,17,BENGKULU,1702,REJANG LEBONG,BANJIR,1/12/2005,0,0,0,0
7731,17,BENGKULU,1701,BENGKULU SELATAN,KEKERINGAN,1/2/2011,0,0,0,0
7732,17,BENGKULU,1703,BENGKULU UTARA,KEKERINGAN,1/2/2011,0,0,0,0
5475,17,BENGKULU,1703,BENGKULU UTARA,GEMPA BUMI,1/2/2012,0,0,0,0
16516,17,BENGKULU,1701,BENGKULU SELATAN,KEKERINGAN,1/3/2004,0,0,0,0
7554,17,BENGKULU,1704,KAUR,KEKERINGAN,1/3/2011,0,0,0,0
17493,17,BENGKULU,1771,KOTA BENGKULU,GEMPA BUMI,1/4/2001,0,0,0,0
7307,17,BENGKULU,1701,BENGKULU SELATAN,KEKERINGAN,1/4/2011,0,0,0,0
7308,17,BENGKULU,1703,BENGKULU UTARA,KEKERINGAN,1/4/2011,0,0,0,0
17915,17,BENGKULU,1771,KOTA BENGKULU,KEBAKARAN,1/5/1998,0,0,0,0
4812,17,BENGKULU,1701,BENGKULU SELATAN,BANJIR,1/5/2012,0,0,0,0
12577,17,BENGKULU,1771,KOTA BENGKULU,KEKERINGAN,1/8/2008,0,0,0,0
6536,17,BENGKULU,1701,BENGKULU SELATAN,KEKERINGAN,1/8/2011,0,0,0,0
2406,17,BENGKULU,1706,MUKOMUKO,PUTING BELIUNG,1/8/2013,0,0,0,0
17611,17,BENGKULU,1702,REJANG LEBONG,LETUSAN GUNUNG API,1/9/2000,0,0,0,0
4197,17,BENGKULU,1709,BENGKULU TENGAH,KEKERINGAN,1/9/2012,0,0,0,0
2124,17,BENGKULU,1709,BENGKULU TENGAH,TANAH LONGSOR,10/11/2013,0,0,0,0
17772,17,BENGKULU,1771,KOTA BENGKULU,KEBAKARAN,10/12/1998,0,0,0,0
2110,17,BENGKULU,1703,BENGKULU UTARA,BANJIR,11/11/2013,0,0,0,0
2111,17,BENGKULU,1707,LEBONG,BANJIR,11/11/2013,0,0,0,0
15204,17,BENGKULU,1771,KOTA BENGKULU,BANJIR,12/12/2005,0,0,0,0
5980,17,BENGKULU,1708,KEPAHIANG,BANJIR,12/12/2011,0,0,0,0
3707,17,BENGKULU,1771,KOTA BENGKULU,PUTING BELIUNG,12/12/2012,0,0,0,0
13678,17,BENGKULU,1704,KAUR,GEMPA BUMI,12/9/2007,0,0,0,0
13682,17,BENGKULU,1708,KEPAHIANG,GEMPA BUMI,12/9/2007,0,0,0,0
13681,17,BENGKULU,1707,LEBONG,GEMPA BUMI,12/9/2007,0,0,1,0
13676,17,BENGKULU,1702,REJANG LEBONG,GEMPA BUMI,12/9/2007,0,0,0,0
13679,17,BENGKULU,1705,SELUMA,GEMPA BUMI,12/9/2007,0,0,0,0
15105,17,BENGKULU,1771,KOTA BENGKULU,BANJIR,13/1/2006,0,0,0,0
15270,17,BENGKULU,1771,KOTA BENGKULU,BANJIR,13/11/2005,0,0,0,0
641,17,"	BENGKULU",1706,MUKOMUKO,BANJIR,13/11/2014,0,0,0,2640
140,17,"	BENGKULU",1707,LEBONG,TANAH LONGSOR,14/1/2015,0,0,0,0
139,17,"	BENGKULU",1707,LEBONG,BANJIR,14/1/2015,0,0,0,0
1950,17,BENGKULU,1709,BENGKULU TENGAH,BANJIR,14/12/2013,0,0,0,0
17516,17,BENGKULU,1701,BENGKULU SELATAN,GEMPA BUMI,14/2/2001,0,0,0,0
871,17,"	BENGKULU",1771,KOTA BENGKULU,BANJIR,14/8/2014,0,0,0,0
2084,17,BENGKULU,1709,BENGKULU TENGAH,TANAH LONGSOR,15/11/2013,0,0,0,0
2083,17,BENGKULU,1702,REJANG LEBONG,BANJIR,15/11/2013,0,0,0,200
3698,17,BENGKULU,1707,LEBONG,BANJIR,15/12/2012,0,0,0,0
2080,17,BENGKULU,1703,BENGKULU UTARA,TANAH LONGSOR,16/11/2013,0,0,0,0
17012,17,BENGKULU,1771,KOTA BENGKULU,KEKERINGAN,16/4/2003,0,0,0,0
17686,17,BENGKULU,1701,BENGKULU SELATAN,KEBAKARAN,16/6/1999,0,0,0,0
11161,17,BENGKULU,1707,LEBONG,BANJIR,17/5/2009,0,0,0,0
12402,17,BENGKULU,1701,BENGKULU SELATAN,BANJIR,18/10/2008,0,0,0,0
12281,17,BENGKULU,1771,KOTA BENGKULU,BANJIR,18/11/2008,0,0,0,60
12280,17,BENGKULU,1705,SELUMA,BANJIR,18/11/2008,0,0,0,100
17735,17,BENGKULU,1701,BENGKULU SELATAN,KEBAKARAN,19/2/1999,0,0,0,0
822,17,"	BENGKULU",1708,KEPAHIANG,TANAH LONGSOR,2/9/2014,0,0,0,0
14427,17,BENGKULU,1771,KOTA BENGKULU,GEMPA BUMI,20/11/2006,0,0,0,0
5946,17,BENGKULU,1708,KEPAHIANG,BANJIR,20/12/2011,0,0,0,3
17714,17,BENGKULU,1701,BENGKULU SELATAN,KEBAKARAN,20/3/1999,0,0,0,0
4877,17,BENGKULU,1707,LEBONG,BANJIR DAN TANAH LONGSOR,20/4/2012,0,0,0,2765
2732,17,BENGKULU,1707,LEBONG,TANAH LONGSOR,20/5/2013,0,0,0,0
18233,17,BENGKULU,1702,REJANG LEBONG,LETUSAN GUNUNG API,21/11/1834,0,0,0,0
581,17,"	BENGKULU",1701,BENGKULU SELATAN,TANAH LONGSOR,21/11/2014,0,0,0,0
15409,17,BENGKULU,1771,KOTA BENGKULU,BANJIR,21/8/2005,0,0,1,0
4865,17,BENGKULU,1703,BENGKULU UTARA,TANAH LONGSOR,22/4/2012,0,0,0,0
4864,17,BENGKULU,1703,BENGKULU UTARA,BANJIR,22/4/2012,0,0,0,112
17635,17,BENGKULU,1701,BENGKULU SELATAN,TANAH LONGSOR,25/4/2000,0,0,0,0
534,17,"	BENGKULU",1701,BENGKULU SELATAN,BANJIR,26/11/2014,0,2,0,0
17845,17,BENGKULU,1771,KOTA BENGKULU,KEBAKARAN,26/8/1998,0,0,0,0
8490,17,BENGKULU,1703,BENGKULU UTARA,BANJIR,26/9/2010,0,0,0,150
6070,17,BENGKULU,1703,BENGKULU UTARA,BANJIR DAN TANAH LONGSOR,27/11/2011,0,0,0,22
17234,17,BENGKULU,1701,BENGKULU SELATAN,TANAH LONGSOR,27/12/2002,0,0,0,0
3038,17,BENGKULU,1707,LEBONG,BANJIR,27/3/2013,0,0,0,0
713,17,"	BENGKULU",1708,KEPAHIANG,GEMPA BUMI,28/10/2014,0,0,0,0
512,17,"	BENGKULU",1701,BENGKULU SELATAN,TANAH LONGSOR,28/11/2014,0,0,0,0
17497,17,BENGKULU,1771,KOTA BENGKULU,GEMPA BUMI,28/3/2001,0,0,0,0
17900,17,BENGKULU,1771,KOTA BENGKULU,KEBAKARAN,28/5/1998,0,0,0,0
17677,17,BENGKULU,1701,BENGKULU SELATAN,KEBAKARAN,28/6/1999,0,0,0,0
837,17,"	BENGKULU",1771,KOTA BENGKULU,BANJIR,28/8/2014,0,0,0,0
2163,17,BENGKULU,1709,BENGKULU TENGAH,PUTING BELIUNG,3/11/2013,0,0,0,0
17136,17,BENGKULU,1771,KOTA BENGKULU,GEMPA BUMI,3/2/2003,0,0,0,0
3022,17,BENGKULU,1709,BENGKULU TENGAH,BANJIR,30/3/2013,0,0,0,0
10654,17,BENGKULU,1705,SELUMA,BANJIR,30/9/2009,0,0,162,319
771,17,"	BENGKULU",1707,LEBONG,PUTING BELIUNG,30/9/2014,0,0,0,0
17760,17,BENGKULU,1771,KOTA BENGKULU,KEBAKARAN,31/12/1998,0,0,0,0
3895,17,BENGKULU,1709,BENGKULU TENGAH,BANJIR DAN TANAH LONGSOR,4/11/2012,0,0,0,0
8424,17,BENGKULU,1771,BENGKULU,BANJIR,6/10/2010,0,0,10,0
6147,17,BENGKULU,1706,MUKOMUKO,BANJIR,6/11/2011,0,0,0,0
6516,17,BENGKULU,1706,MUKOMUKO,GEMPA BUMI,6/8/2011,0,0,0,0
18089,17,BENGKULU,1708,KEPAHIANG,GEMPA BUMI,6/9/1979,0,0,0,0
678,17,"	BENGKULU",1705,SELUMA,BANJIR,7/11/2014,0,0,0,0
17533,17,BENGKULU,1771,KOTA BENGKULU,BANJIR DAN TANAH LONGSOR,7/2/2001,0,0,0,0
17485,17,BENGKULU,1771,KOTA BENGKULU,GEMPA BUMI,7/4/2001,0,0,0,0
7004,17,BENGKULU,1602,OGAN KOMERING ILIR,KEBAKARAN,7/5/2011,0,0,0,0
17689,17,BENGKULU,1701,BENGKULU SELATAN,KEBAKARAN,8/6/1999,0,0,0,0
17985,18,LAMPUNG,1801,LAMPUNG BARAT,GEMPA BUMI,16/2/1994,207,0,2353,0
18063,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,25/10/1986,100,0,0,0
18062,18,LAMPUNG,1802,TANGGAMUS,BANJIR,25/10/1986,15,0,0,0
17094,18,LAMPUNG,1801,LAMPUNG BARAT,TANAH LONGSOR,1/3/2003,11,0,52,0
17227,18,LAMPUNG,1801,LAMPUNG BARAT,BANJIR,2/1/2003,11,0,63,0
17223,18,LAMPUNG,1801,LAMPUNG BARAT,TANAH LONGSOR,3/1/2003,11,0,52,0
17238,18,LAMPUNG,1801,LAMPUNG BARAT,BANJIR DAN TANAH LONGSOR,26/12/2002,10,8,16,0
12555,18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,KECELAKAAN TRANSPORTASI,16/8/2008,7,0,40,0
10633,18,LAMPUNG,1806,TANGGAMUS,BANJIR,2/10/2009,6,0,0,0
10012,18,LAMPUNG,1801,LAMPUNG BARAT,BANJIR DAN TANAH LONGSOR,23/1/2010,5,3,1,0
15800,18,LAMPUNG,1808,TULANG BAWANG,BANJIR,13/1/2005,3,0,0,0
15799,18,LAMPUNG,1806,LAMPUNG UTARA,BANJIR,14/1/2005,3,0,0,0
3359,18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,BANJIR,25/1/2013,3,0,0,0
10629,18,LAMPUNG,1806,TANGGAMUS,BANJIR DAN TANAH LONGSOR,4/10/2009,3,0,0,0
2319,18,LAMPUNG,1802,TANGGAMUS,BANJIR,14/9/2013,2,0,0,0
15798,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,15/1/2005,2,0,0,0
12156,18,LAMPUNG,1802,TANGGAMUS,BANJIR,18/12/2008,2,1,29,301
10003,18,LAMPUNG,1801,LAMPUNG BARAT,BANJIR,24/1/2010,2,3,1,0
10002,18,LAMPUNG,1801,LAMPUNG BARAT,BANJIR,24/1/2010,2,5,0,0
3362,18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,TANAH LONGSOR,24/1/2013,2,0,4,0
535,18,"	LAMPUNG",1802,TANGGAMUS,BANJIR,26/11/2014,2,0,0,0
5514,18,LAMPUNG,1803,LAMPUNG SELATAN,PUTING BELIUNG,30/1/2012,2,0,1,0
9874,18,LAMPUNG,1807,WAY KANAN,BANJIR,4/2/2010,2,0,0,0
15492,18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,KLB,1/6/2005,1,0,135,0
6698,18,LAMPUNG,1803,LAMPUNG SELATAN,KEBAKARAN,1/7/2011,1,0,0,0
13047,18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,TANAH LONGSOR,10/3/2008,1,0,0,0
12157,18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,BANJIR,18/12/2008,1,1,256,429
9734,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,18/2/2010,1,0,1,0
9736,18,LAMPUNG,1809,PESAWARAN,BANJIR,18/2/2010,1,0,111,0
4878,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,20/4/2012,1,0,0,0
7838,18,LAMPUNG,1803,LAMPUNG SELATAN,KEBAKARAN,21/1/2011,1,0,0,0
12130,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,27/12/2008,1,0,0,0
12460,18,LAMPUNG,1802,TANGGAMUS,BANJIR,27/9/2008,1,0,2,0
8166,18,LAMPUNG,1871,BANDAR LAMPUNG,BANJIR,3/12/2010,1,0,0,0
3504,18,LAMPUNG,1804,LAMPUNG TIMUR,PUTING BELIUNG,5/1/2013,1,0,0,0
1383,18,"	LAMPUNG",1803,LAMPUNG SELATAN,PUTING BELIUNG,5/3/2014,1,0,22,0
15806,18,LAMPUNG,1807,WAY KANAN,BANJIR,9/1/2005,1,0,0,0
11202,18,LAMPUNG,1806,TANGGAMUS,PUTING BELIUNG,9/5/2009,1,0,13,0
16724,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/1/2004,0,0,0,0
15827,18,LAMPUNG,1801,LAMPUNG BARAT,BANJIR,1/1/2005,0,0,0,0
15828,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/1/2005,0,0,0,0
15158,18,LAMPUNG,1802,TANGGAMUS,BANJIR,1/1/2006,0,0,0,0
14288,18,LAMPUNG,1801,LAMPUNG BARAT,PUTING BELIUNG,1/1/2007,0,0,0,0
13369,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,1/1/2008,0,0,0,0
13370,18,LAMPUNG,1807,WAY KANAN,BANJIR,1/1/2008,0,0,0,0
13368,18,LAMPUNG,1803,LAMPUNG SELATAN,PUTING BELIUNG,1/1/2008,0,0,0,0
10251,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,1/1/2010,0,0,0,0
10250,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/1/2010,0,0,0,0
10252,18,LAMPUNG,1807,WAY KANAN,BANJIR,1/1/2010,0,0,0,0
3571,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/1/2013,0,0,0,0
3572,18,LAMPUNG,1811,MESUJI,BANJIR,1/1/2013,0,0,0,0
3573,18,LAMPUNG,1812,TULANG BAWANG BARAT,BANJIR,1/1/2013,0,0,0,0
1842,18,"	LAMPUNG",1871,KOTA BANDAR LAMPUNG,BANJIR,1/1/2014,0,0,0,0
1841,18,"	LAMPUNG",1805,LAMPUNG TENGAH,BANJIR,1/1/2014,0,0,0,0
12453,18,LAMPUNG,1802,TANGGAMUS,BANJIR,1/10/2008,0,0,0,0
12346,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,1/11/2008,0,0,0,0
15922,18,LAMPUNG,1802,TANGGAMUS,BANJIR,1/12/2004,0,0,0,0
12221,18,LAMPUNG,1806,LAMPUNG UTARA,BANJIR,1/12/2008,0,0,0,0
12223,18,LAMPUNG,1808,TULANG BAWANG,BANJIR,1/12/2008,0,0,0,0
12222,18,LAMPUNG,1807,WAY KANAN,BANJIR,1/12/2008,0,0,0,0
3780,18,LAMPUNG,1801,LAMPUNG BARAT,BANJIR,1/12/2012,0,0,0,0
3781,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,1/12/2012,0,0,0,0
3782,18,LAMPUNG,1810,PRINGSEWU,BANJIR,1/12/2012,0,0,0,0
16621,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/2/2004,0,0,0,0
16622,18,LAMPUNG,1803,LAMPUNG SELATAN,KEKERINGAN,1/2/2004,0,0,0,0
16623,18,LAMPUNG,1804,LAMPUNG TIMUR,KEKERINGAN,1/2/2004,0,0,0,0
16624,18,LAMPUNG,1806,LAMPUNG UTARA,PUTING BELIUNG,1/2/2004,0,0,0,0
15751,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/2/2005,0,0,0,0
15752,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/2/2005,0,0,0,0
14992,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/2/2006,0,0,0,0
14991,18,LAMPUNG,1802,TANGGAMUS,BANJIR,1/2/2006,0,0,0,0
14146,18,LAMPUNG,1802,TANGGAMUS,BANJIR,1/2/2007,0,0,0,0
13244,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/2/2008,0,0,0,0
13246,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,1/2/2008,0,0,0,0
13245,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/2/2008,0,0,0,0
9901,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/2/2010,0,0,0,0
9902,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/2/2010,0,0,0,0
9903,18,LAMPUNG,1806,LAMPUNG UTARA,BANJIR,1/2/2010,0,0,0,0
9906,18,LAMPUNG,1872,METRO,BANJIR,1/2/2010,0,0,0,0
9905,18,LAMPUNG,1810,PRINGSEWU,BANJIR,1/2/2010,0,0,0,0
9904,18,LAMPUNG,1808,TULANG BAWANG,BANJIR,1/2/2010,0,0,0,0
7733,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/2/2011,0,0,0,0
7734,18,LAMPUNG,1810,PRINGSEWU,BANJIR,1/2/2011,0,0,0,0
5476,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,1/2/2012,0,0,0,0
16517,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/3/2004,0,0,0,0
15688,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/3/2005,0,0,0,0
14898,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/3/2006,0,0,0,0
14900,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,1/3/2006,0,0,0,0
14899,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/3/2006,0,0,0,0
14068,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/3/2007,0,0,0,0
13100,18,LAMPUNG,1806,LAMPUNG UTARA,BANJIR,1/3/2008,0,0,0,0
13101,18,LAMPUNG,1807,WAY KANAN,BANJIR,1/3/2008,0,0,0,0
9616,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/3/2010,0,0,0,0
9617,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/3/2010,0,0,0,0
9615,18,LAMPUNG,1802,TANGGAMUS,BANJIR,1/3/2010,0,0,0,0
5255,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/3/2012,0,0,0,0
5254,18,LAMPUNG,1802,TANGGAMUS,BANJIR,1/3/2012,0,0,0,0
15606,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/4/2005,0,0,0,0
13985,18,LAMPUNG,1803,LAMPUNG SELATAN,KEKERINGAN,1/4/2007,0,0,0,0
12963,18,LAMPUNG,1807,WAY KANAN,BANJIR,1/4/2008,0,0,0,0
9381,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/4/2010,0,0,0,0
7309,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,1/4/2011,0,0,0,0
15542,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/5/2005,0,0,0,0
12874,18,LAMPUNG,1802,TANGGAMUS,KEKERINGAN,1/5/2008,0,0,0,0
9191,18,LAMPUNG,1809,PESAWARAN,KEKERINGAN,1/5/2010,0,0,0,0
16301,18,LAMPUNG,1803,LAMPUNG SELATAN,KEKERINGAN,1/6/2004,0,0,0,0
16302,18,LAMPUNG,1805,LAMPUNG TENGAH,KEKERINGAN,1/6/2004,0,0,0,0
16300,18,LAMPUNG,1802,TANGGAMUS,KEKERINGAN,1/6/2004,0,0,0,0
15491,18,LAMPUNG,1804,LAMPUNG TIMUR,KEKERINGAN,1/6/2005,0,0,0,0
14711,18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,PUTING BELIUNG,1/6/2006,0,0,0,0
13855,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/6/2007,0,0,0,0
12781,18,LAMPUNG,1805,LAMPUNG TENGAH,KEKERINGAN,1/6/2008,0,0,0,0
12782,18,LAMPUNG,1809,PESAWARAN,KEKERINGAN,1/6/2008,0,0,0,0
8978,18,LAMPUNG,1803,LAMPUNG SELATAN,BANJIR,1/6/2010,0,0,0,0
8980,18,LAMPUNG,1805,LAMPUNG TENGAH,BANJIR,1/6/2010,0,0,0,0
8979,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/6/2010,0,0,0,0
8977,18,LAMPUNG,1802,TANGGAMUS,BANJIR,1/6/2010,0,0,0,0
16236,18,LAMPUNG,1803,LAMPUNG SELATAN,KEKERINGAN,1/7/2004,0,0,0,0
16235,18,LAMPUNG,1802,TANGGAMUS,KEKERINGAN,1/7/2004,0,0,0,0
12667,18,LAMPUNG,1803,LAMPUNG SELATAN,KEKERINGAN,1/7/2008,0,0,0,0
12669,18,LAMPUNG,1805,LAMPUNG TENGAH,KEKERINGAN,1/7/2008,0,0,0,0
12668,18,LAMPUNG,1804,LAMPUNG TIMUR,KEKERINGAN,1/7/2008,0,0,0,0
12670,18,LAMPUNG,1806,LAMPUNG UTARA,KEKERINGAN,1/7/2008,0,0,0,0
12671,18,LAMPUNG,1809,PESAWARAN,KEKERINGAN,1/7/2008,0,0,0,0
12666,18,LAMPUNG,1802,TANGGAMUS,KEKERINGAN,1/7/2008,0,0,0,0
8848,18,LAMPUNG,1804,LAMPUNG TIMUR,BANJIR,1/7/2010,0,0,0,0
